Reporting ID,Data Year,MapLot,Annual Report Received,BEUDO Category,PD Parcel Living Area,PD Parcel Units,Address,Year Built,Buildings Included,Buildings Included Count,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft2),Latitude,Longitude,Location
B1830,2022,197-4,Yes,Municipal,145715,,70 Rindge Avenue,1999,"73-1, 73-2, 73-3",3,K-12 School,"Other - Recreation (14837.0),K-12 School (108989.0),Library (4566.0)",128392,,CAMBRIDGE CITY OF,SCHOOL DEPT,36,949580.4,3239968.7,69890.7,6989066.7,,,,,,,,,,10229035.4,10832179.3,79.7,84.4,16410432.3,16895626.2,127.8,131.6,600.8,4.7,510.8,3.98,42.3921805200275,-71.1283960486602,POINT (-71.1283960486602 42.3921805200275)
B1372,2022,43A-16,Yes,Non-Residential,214544,1,400 Technology Square,1967,610-5,1,Mixed Use Property,"Office (169698.0),Laboratory (42425.0)",212123,,"MIT REAL ESTATE, LLC,","C/O ARE- TECH SQ, LLC/MIT REAL ESTATE LL",1,10440707.2,35623697.3,228744.8,22874477.7,,,,,,,,,,58498175,58816343.6,275.8,277.3,123764554.1,123109893.7,583.5,580.4,3791.1,17.9,10720.5,50.54,42.3639751343181,-71.0919261082529,POINT (-71.0919261082529 42.3639751343181)
B1010,2022,18-47,Yes,Residential,220027,193,1 First Street,2004,461-10,1,Multifamily Housing,Multifamily Housing (291742.0),291742,193,"FIRST STREET VENTURE, L.L.C.,",,79,2594366.7,8851980.3,22646.5,2264654.5,,,,,,,,,,11116634.8,,38.1,,27163432,,93.1,,760.4,2.6,7393.4,25.34,42.3704054309325,-71.077766410419,POINT (-71.077766410419 42.3704054309325)
B1463,2022,156-24,Yes,Residential,15920,,1 WENDELL ST,2009,"214-26, 214-37",2,Residence Hall/Dormitory,Residence Hall/Dormitory (29992.0),29992,,LESLEY COLLEGE,,80,229093.7,781667.9,10077.7,1007766.7,,,,,,,,,,1789434.6,1872923.7,59.7,62.4,3246825.2,3334488.7,108.3,111.2,110.1,3.7,1122.7,37.43,42.3818700196501,-71.1192258739149,POINT (-71.1192258739149 42.3818700196501)
B1059,2022,267E-293,Yes,Residential,108519,98,675 Concord Avenue,2020,69-1,1,Multifamily Housing,Multifamily Housing (109781.0),109781,98,HRI CONCORD HIGHLANDS LLC.,"C/O HOMEOWNERS REHAB, INC.",93,385003.6,1313632.4,12808.5,1280845.2,,,,,,,,,129867.3,3037584.8,3064874.5,27.7,27.9,5466165.4,5494819.6,49.8,50.1,163,1.5,3111.3,28.34,42.3903943977722,-71.149852107975,POINT (-71.149852107975 42.3903943977722)
B1647,2022,42-33,Yes,Non-Residential,35502,1,200 Broadway,1896,593-2,1,Retail Store,Retail Store (35502.0),35502,,"200 BROADWAY, LLC,",ATTN: CHRISTOPHER CASSEL,82,113613.7,387650.2,12074.4,1207436.3,,,,,,,,,,1595086.5,1725874.5,44.9,48.6,2353228.6,2490556,66.3,70.2,91.6,2.6,247.6,6.97,42.3658293486128,-71.0930139354768,POINT (-71.0930139354768 42.3658293486128)
B1045,2022,269-136,Yes,Municipal,12740,,359 Rindge Avenue,2006,29-40,1,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym (12089.0),12089,,CAMBRIDGE CITY OF,,,93654.2,319548.1,2314.4,231435.5,,,,,,,,,,550983.6,578046,45.6,47.8,1137741.9,1166157.4,94.1,96.5,35.4,2.9,36.4,3.01,42.3956116747017,-71.1379016221616,POINT (-71.1379016221616 42.3956116747017)
B1784,2022,267C-95,No,Non-Residential,62290,,67 Smith Place,,46-8,1,,,,,CCF SMITH PLACE PROPERTY COMPANY LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3934331967072,-71.1515378192879,POINT (-71.1515378192879 42.3934331967072)
B1247,2022,144-1,Yes,Non-Residential,2402868,15,21 Divinity Ave,1974,241-67,1,College/University,College/University (34800.0),34800,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,264681.1,903092.2,,,,,,,,,912427.9,1429240,,3244760.2,3214297.8,93.2,92.4,5078402.1,5040281.5,145.9,144.8,207,5.9,389.6,11.19,42.3785702364442,-71.1148222756104,POINT (-71.1148222756104 42.3785702364442)
B1227,2022,164-5,Yes,Non-Residential,77484,6,1 Eliot St,1986,398-9,1,College/University,College/University (27856.0),27856,,"ROBERTS, PASHA",,,229683.2,783679.1,,,,,,,,,,484160,,1267839,1323703,45.5,47.5,2776765.7,2843972.3,99.7,102.1,87.7,3.1,129.3,4.64,42.3712396617385,-71.1227073521673,POINT (-71.1227073521673 42.3712396617385)
B1329,2022,52A-21,Yes,Non-Residential,3691096,0,60  VASSAR ST,1957,668-26,1,College/University,College/University (133545.0),133545,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2549991.6,8700572.5,,,,,,,,,4160712,15611550.4,,28472834.9,29012265.5,213.2,217.2,46929187.6,47583903.3,351.4,356.3,1872.3,14,1711.9,12.82,42.3608585650997,-71.0911511860046,POINT (-71.0911511860046 42.3608585650997)
B1567,2022,52A-21,No,Non-Residential,3691096,0,77  MASSACHUSETTS AVE,1990,668-7,1,College/University,College/University (18502.0),18502,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,42.3592850895635,-71.09318294035,POINT (-71.09318294035 42.3592850895635)
B1312,2022,265A-43,Yes,Non-Residential,37614,1,220 Alewife Brook Parkway,2010,81-9,1,Hotel,Hotel (62000.0),62000,,220 ALEWIFE BROOK PARKWAY LLC,C/O HERSHA HOSPITALITY MGMT LP,83,643109.9,2194291.3,18149,1814900,,,,,,,,,,4009191.3,4079965.1,64.7,65.8,8049660.7,8144597.6,129.8,131.4,255.1,4.1,2700,43.55,42.3886013188448,-71.142209947862,POINT (-71.142209947862 42.3886013188448)
B1427,2022,267.2-272,Yes,Non-Residential,117783,3,30 Acorn Park Drive,2019,9-10,1,Other - Technology/Science,"Other - Technology/Science (73033.0),Office (48688.0)",121721,,LS 400/500 CDP LLC,,,4110286.8,14024300.4,127259.2,12725915.9,,,,,,,,,,26750216.3,26994432.6,219.8,221.8,52630252.7,52396097.5,432.4,430.5,1690.1,13.9,2900.4,23.83,42.3981862441063,-71.1477291577319,POINT (-71.1477291577319 42.3981862441063)
B1817,2022,116-43,Yes,Non-Residential,31179,0,8 Dana Street,1972,493-1,1,Residential Care Facility,Residential Care Facility (31179.0),31179,,"CRNC REALTY, LLC",,,258571.6,882246.3,20709.1,2070914,,,,,,,,,,2953160.3,3035847,94.7,97.4,4644749.4,4704774.2,149,150.9,172.5,5.5,5767.4,184.98,42.3696024855175,-71.1101057433893,POINT (-71.1101057433893 42.3696024855175)
B1548,2022,111-60,Yes,Municipal,292856,0,1493 Cambridge Street,1965,"324-3, 308-7",2,Hospital (General Medical & Surgical),"Hospital (General Medical & Surgical) (360250.0),Parking (78813.0)",360250,,CAMBRIDGE CITY OF,,22,9548429.5,32579245.5,847932.6,84793258.1,,,,,,,,,,117372503.6,119541029.6,325.8,331.8,180254808.5,181874229.2,500.4,504.9,6859.7,19,14824.1,41.15,42.3748852007551,-71.1044763921237,POINT (-71.1044763921237 42.3748852007551)
B1437,2022,43-71,Yes,Non-Residential,192980,,6 Cambridge Center,1999,625-2,1,Hotel,Hotel (150000.0),150000,,ODYSSEY PROPCO LLC,,81,1118792,3817318.8,91369.4,9136935.6,,,,,,,,,,12954254.4,13292899.4,86.4,88.6,20282274.9,20492369.9,135.2,136.6,761.4,5.1,7744.2,51.63,42.3638856155078,-71.0881350454765,POINT (-71.0881350454765 42.3638856155078)
B1721,2022,121-2,Yes,Non-Residential,63632,3,1050 Massachusetts Avenue,1974,489-3,1,Office,"Personal Services (Health/Beauty, Dry Cleaning, etc) (7518.0),Office (65980.0)",73498,,"1050 MASS AVE INVESTMENT, INC.",C/O LINCOLN PROPERTY CO,61,917363.9,3130046.1,16599.5,1659945.2,,,,,,,,,,4789991.3,4927380.6,65.2,67,10507071.6,10532506.2,143,143.3,309.9,4.2,655.6,8.92,42.3697888019088,-71.1130193977336,POINT (-71.1130193977336 42.3697888019088)
B1279,2022,227-90,Yes,Non-Residential,177958,2,5 Bond St,1980,201-16,1,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym (59701.0),59701,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,367070.5,1252444.7,7533.2,753318,,,,,,,,,,2005762.7,2081607.5,33.6,34.9,4297829,4377466.1,72,73.3,128.7,2.2,284.4,4.76,42.3815174852787,-71.1268626051071,POINT (-71.1268626051071 42.3815174852787)
B1711,2022,135-1,Yes,Residential,44004,56,20 Ware St,1910,366-4,1,Multifamily Housing,Multifamily Housing (55005.0),55005,56,"CAMBRIDGE COMMUNITY HOUSING, INC.",,96,149148,508893,20269.9,2026986.5,,,,,,,,,,2535879.5,2694774.4,46.1,49,3553236.2,3707760.4,64.6,67.4,143.7,2.6,1958.8,35.61,42.3734659647012,-71.1123460455492,POINT (-71.1123460455492 42.3734659647012)
B1394,2022,47-88,Yes,Non-Residential,86116,,1 AMHERST ST,1969,677-3,1,College/University,College/University (106715.0),106715,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,1023103.9,3490830.8,,,,,,,,,3152495.9,3350363.7,,9993690.5,9796310.8,93.6,91.8,16673722.8,16519413.7,156.2,154.8,635.9,6,429.4,4.02,42.3611625441584,-71.0848517145651,POINT (-71.0848517145651 42.3611625441584)
B1160,2022,157-69,Yes,Non-Residential,1462119,18,26 Everett Street,1950,253-13,1,College/University,College/University (26645.0),26645,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,96505.2,329275.8,,,,,,,,,,1268770,,1598045.8,1704971.9,60,64,2448354.6,2576991.2,91.9,96.7,107.6,4,1305.8,49.01,42.3790101431399,-71.1178979906457,POINT (-71.1178979906457 42.3790101431399)
B1121,2022,18-77,Yes,Non-Residential,65557,1,11 Hurley St,2016,526-3,1,Office,"Office (34783.0),Laboratory (25000.0)",59783,,ARE-MA REGION NO.55 EXCHANGE HOLDING LLC,,,2046713.1,6983385.9,36177.8,3617778.8,,,,,,,,,,10601164.7,10699687.6,177.3,179,23352148.2,23286131.3,390.6,389.5,697.2,11.7,267.5,4.47,42.3683853589028,-71.078586041484,POINT (-71.078586041484 42.3683853589028)
B1775,2022,128-68,Yes,Residential,123578,120,165 Pleasant Street,2003,681-12,1,Multifamily Housing,"Multifamily Housing (99000.0),Parking (25000.0)",99000,61,PRESIDENT AND FELLOW OF HARVARD COLLEGE,,100,99939.4,340993.3,1289.6,128962.5,,,,,,,,,,469955.8,484449.2,4.7,4.9,1090191.9,1105409.9,11,11.2,31,0.3,2497,25.22,42.3598490636795,-71.1139030438755,POINT (-71.1139030438755 42.3598490636795)
B1701,2022,1A-171,Yes,Residential,294465,338,1 Earhart St,2008,378-9,1,Multifamily Housing,Multifamily Housing (136655.0),136655,99,SIERRA PLUS TANGO LLC,,66,936944.8,3196856.2,46324.2,4632416.3,,,,,,,,,,7829272.4,8201446.6,57.3,60,13815234.3,14186297.8,101.1,103.8,477.2,3.5,4459.1,32.63,42.3711849884027,-71.0749454923893,POINT (-71.0749454923893 42.3711849884027)
B1452,2022,265D-53,Yes,Non-Residential,237523,352,35 Cambridge Park Drive,2019,42-12,1,Laboratory,Office (224252.0),224252,,FAEC 35 CPD LLC,,,6864872.2,23422946.8,272862.2,27286220.5,,,,,,,,,,50709167.3,51948702.3,226.1,231.7,94234782.6,95098809,420.2,424.1,3143.1,14,3002.9,13.39,42.3949806074844,-71.1435329189971,POINT (-71.1435329189971 42.3949806074844)
B1559,2022,27-70,Yes,Non-Residential,17592,,190 5th Street,1925,549-1,1,Other - Technology/Science,Other - Technology/Science (28600.0),28600,,BASS ROCKS REALTY LLC,,,132743.9,452922.4,6816,681600.1,,,,,,,,,,1134522.5,1211703.5,39.7,42.4,1983862.9,2064902.9,69.4,72.2,68.3,2.4,35.7,1.25,42.3675034961725,-71.0837330763596,POINT (-71.0837330763596 42.3675034961725)
B1679,2022,266-33,No,Municipal,134025,1,650 CONCORD AVE,1928,105-3,1,Senior Living Community,"Senior Living Community (81000.0),Parking (15000.0)",81000,,CITY OF CAMBRIDGE,C/O NEVILLE COMMUNITIES HOME INC,,,,,,,,,,,,,,,,,,,,,,,0,0,,,42.3885058361218,-71.1487187346327,POINT (-71.1487187346327 42.3885058361218)
B1110,2022,67-47,Yes,Non-Residential,39902,1,128 Sidney Street,1930,705-3,1,Laboratory,Laboratory (38252.0),38252,,MIT 128 SIDNEY SPE,,,1964032.6,6701280,58759,5875895.3,,,,,,,,,,12577175.4,12563027.5,328.8,328.4,24933274.2,24730011.6,651.8,646.5,796.7,20.8,318.4,8.32,42.3592499095824,-71.1031272970261,POINT (-71.1031272970261 42.3592499095824)
B1274,2022,136-2,Yes,Non-Residential,386737,1,11 Prescott St,1833,333-6,1,College/University,College/University (11320.0),11320,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,30062.1,102571.8,,,,,,,,,,362520,,465091.8,501242.3,41.1,44.3,723327.4,766818,63.9,67.7,31.3,2.8,18,1.59,42.3729581048378,-71.1142103800176,POINT (-71.1142103800176 42.3729581048378)
B1596,2022,100-62,Yes,Non-Residential,70359,3,727 Memorial Drive,1948,"718-5, 718-6, 718-7",3,Strip Mall,"Strip Mall (51490.0),Supermarket/Grocery Store (11065.0),Parking (129109.0)",62555,,NEW CREEK LLC,,,2243191,7653768.5,21228.4,2122844.3,,,,,,,,,,9776612.8,9878466.8,156.3,157.9,23659538.3,23501355.3,378.2,375.7,655,10.5,792.2,12.66,42.3579189486289,-71.1143974616522,POINT (-71.1143974616522 42.3579189486289)
B1726,2022,92-130,Yes,Residential,103484,83,117 Pacific St,1990,665-15,1,Multifamily Housing,Multifamily Housing (3449.0),3449,3,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,14264,48668.8,2725.7,272568.7,,,,,,,,,,321237.5,333095.5,93.1,96.6,422469.7,433533,122.5,125.7,17.9,5.2,329.6,95.57,42.361213819626,-71.1035580720213,POINT (-71.1035580720213 42.361213819626)
B1812,2022,160-57,Yes,Non-Residential,72120,3,1-30 Brattle St,1998,376-1,1,Strip Mall,Strip Mall (65336.0),65336,,HARVARD COLLECTION LLC,"C/O EQUITY ONE, INC. ATTN: CONTROLLER",,91527.2,312290.7,,,,,,,,,,,,312290.7,,4.8,,874413.9,,13.4,,35.6,0.5,,,42.3731506754686,-71.1200118558969,POINT (-71.1200118558969 42.3731506754686)
B1370,2022,11-40,Yes,Non-Residential,268713,,55 Cambridge Parkway,1985,552-6,1,Office,"Office (281186.0),Data Center (2500.0),Parking (138880.0)",283686,,"55 CAMBRIDGE PARKWAY, LLC",,66,5365133.4,18305837.3,,,,,,,,,,,,18305837.3,18806653.7,64.5,66.3,51256344.3,52658630.4,180.7,185.6,1323.8,4.7,2880.2,10.15,42.365775778611,-71.0758820932677,POINT (-71.0758820932677 42.365775778611)
B1150,2022,159-1,Yes,Non-Residential,1223988,1027,10 Harvard Yard,1926,318-20,1,Residence Hall/Dormitory,Residence Hall/Dormitory (27179.0),27179,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,90,113395.9,386906.9,2039.9,203989,,,,,,,,880260,,1471155.9,1548410.9,54.1,57,2356516.8,2449457.7,86.7,90.1,96.7,3.6,551.8,20.3,42.374133373639,-71.1186000945124,POINT (-71.1186000945124 42.374133373639)
B1405,2022,55-18,Yes,Non-Residential,27858,2,230 Albany Street,2001,699-19,1,College/University,"Office (0.0),College/University (22780.0)",22780,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,187200,638726.4,,,,,,,,,,,,638726.4,638726.4,28,28,1788433.8,1788433.8,78.5,78.5,45.3,2,0,0,42.3585702751436,-71.1005139570357,POINT (-71.1005139570357 42.3585702751436)
B1859,2022,128-72,No,Non-Residential,40800,0,339 River Street,,681-5,1,,,,,ACADIA CAMBRIDGE LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3609875824292,-71.113919175337,POINT (-71.113919175337 42.3609875824292)
B1685,2022,29-34,Yes,Non-Residential,493176,190,303 Third St,2009,614-7,1,Multifamily Housing,"Multifamily Housing (324872.0),Swimming Pool (0.0),Parking (114253.0)",324872,193,303 THIRD SPE LLC,,68,2506533.6,8552293.6,114476,11447600.4,,,,,,,,,,19999894,20522614.7,61.6,63.2,35966402.6,36340585,110.7,111.9,1214,3.7,9402.9,28.94,42.3643635094961,-71.0839364827973,POINT (-71.0839364827973 42.3643635094961)
B1076,2022,1A-190,Yes,Non-Residential,394992,1,222 Jacobs Street,2019,378-6,1,Laboratory,"Restaurant (5057.0),Office (291807.0),Data Center (1901.0),Laboratory (82323.0),Parking (161919.0),Retail Store (3068.0),Other (82557.0)",466713,,"DW NP PROPERTY, LLC",C/O DIVCO WEST REAL ESTATE,,11116463.1,37929376.7,386500.8,38650082.5,,,,,,,,,,76579459.2,77502111.3,164.1,166.1,146784841.3,146948190.2,314.5,314.9,4795.8,10.3,6865.4,14.71,42.3724709516426,-71.0745576741588,POINT (-71.0745576741588 42.3724709516426)
B1171,2022,144-1,Yes,Non-Residential,2402868,15,47 Francis Ave,1971,241-1,1,College/University,College/University (26719.0),26719,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,143110,488291.4,480.3,48026,,,,,,,437196.6,,,973514,937778.7,36.4,35.1,1815492.2,1782973,67.9,66.7,60.2,2.3,62.3,2.33,42.3805965642809,-71.1131590121669,POINT (-71.1131590121669 42.3805965642809)
B1269,2022,159-1,Yes,Non-Residential,1223988,1027,15 Harvard Yard,1744,318-3,1,College/University,College/University (3436.0),3436,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,14954.3,51024.1,,,,,,,,,152573.8,88070,,291667.8,288338,84.9,83.9,387661.3,386525.3,112.8,112.5,17.5,5.1,43.9,12.77,42.3752636603749,-71.1181255599902,POINT (-71.1181255599902 42.3752636603749)
B1615,2022,42-70,Yes,Non-Residential,141314,,141 Portland Street,1985,601-1,1,Office,"Office (135928.0),Parking (39188.0)",135928,,"U.S.T. FINANCIAL PLANNING CO., INC.",,52,2238129.7,7636499.6,11989.1,1198909.9,,,,,,,,,,8835409.5,8920706.9,65,65.6,22641054.3,22730616.5,166.6,167.2,604.7,4.4,422.2,3.11,42.3655716044252,-71.0926081075156,POINT (-71.0926081075156 42.3655716044252)
B1506,2022,160-70,Yes,Non-Residential,25668,17,28 JFK Street,1910,357-8,1,Multifamily Housing,Multifamily Housing (27846.0),27846,15,"ALLIARA, LLC",,,38249,130505.6,14620,1462000,,,,,,,,,,1592505.6,1598728.3,57.2,57.4,1900515.6,1917939.2,68.3,68.9,86.9,3.1,90,3.23,42.3728941610951,-71.1195323135675,POINT (-71.1195323135675 42.3728941610951)
B1005,2022,28-23,Yes,Non-Residential,298282,,225 Binney St,2013,581-1,1,Office,"Office (327325.0),Parking (106000.0)",327325,,"ARE-MA REGION NO.34, LLC",,62,4359503,14874626.1,3843.4,384342,,45402,,,,,,15865483.1,,31169853.1,31596903.4,95.2,96.5,61185196.3,61316088.1,186.9,187.3,2152.9,6.6,1873.2,5.72,42.3664243283709,-71.0850863573282,POINT (-71.0850863573282 42.3664243283709)
B1284,2022,159-1,Yes,Non-Residential,1223988,1027,5 Harvard Yard,1930,318-29,1,College/University,College/University (48543.0),48543,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,337698,1152225.6,,,,,,,,,925376.8,972550,,3050152.3,3019075.9,62.8,62.2,5238342.1,5230104.9,107.9,107.7,195,4,184.5,3.8,42.3733269520161,-71.1173022541764,POINT (-71.1173022541764 42.3733269520161)
B1301,2022,169-102,Yes,Non-Residential,51306,,1414 Massachusetts Avenue,1873,345-7,1,Office,"Office (55928.0),Bank Branch (26417.0),Parking (1716.0)",82345,,"WELLS OPERATING PARTNERSHIP, L.P",,81,826463.8,2819894.8,20931.6,2093162.6,,,,,,,,,,4913057.4,5023109.5,59.7,61,10093526.1,10139314.3,122.6,123.1,311,3.8,76.3,0.93,42.3738762356561,-71.1195912612761,POINT (-71.1195912612761 42.3738762356561)
B1416,2022,66-152,Yes,Residential,89120,96,240 Sidney St,2015,734-1,1,Multifamily Housing,Multifamily Housing (96431.0),96431,93.14,"SIDNEY GROVE LLC,",C/O NATIONAL DEVELOPMENT,91,534784.9,1824686.4,13716,1371600,,,,,,,,,,3196286.4,3292173.5,33.1,34.1,6549301.9,6649983.4,67.9,69,202.1,2.1,2946.1,30.55,42.3567955555563,-71.1060033828866,POINT (-71.1060033828866 42.3567955555563)
B1668,2022,"267F-279, 267F-281",Yes,Non-Residential,92029,,10 Moulton Streeet,1973,78-5,1,Office,Office (95148.0),27603,,"CV PORTFOLIO WEST CAMBRIDGE, LLC",,1,7043783.3,24033391.5,74430,7443000.3,,,,,,,,,,31476391.8,32007447.1,330.8,336.4,75108646.4,75666254.5,789.4,795.2,2098.1,22.1,884.9,9.3,42.3907271810437,-71.1473300009608,POINT (-71.1473300009608 42.3907271810437)
B1628,2022,173-48,Yes,Residential,56614,122,1648 - 1654 Mass Ave,1900,"220-1, 220-3",2,Multifamily Housing,Multifamily Housing (63287.0),63287,83,"MILLER, TUCKER REED",,52,267172.9,911594.2,55720.8,5572075.9,,,,,,,,,,6483670,6870031.6,102.4,108.6,8403143.4,8808823,132.8,139.2,361.9,5.7,1880.6,29.72,42.3814873078878,-71.1201423509845,POINT (-71.1201423509845 42.3814873078878)
B1037,2022,114A-67,Yes,Municipal,11568,,1384 Cambridge Street,1913,368-14,1,Fire Station,Fire Station (16728.0),16728,,CAMBRIDGE CITY OF,FIRE DEPT,,49094.4,167510.2,6791.5,679154.5,,,,,,,,,,846664.7,891583.7,50.6,53.3,1182140.7,1227677,70.7,73.4,48.2,2.9,86.8,5.19,42.3734678387206,-71.1008328431785,POINT (-71.1008328431785 42.3734678387206)
B1377,2022,43A-21,Yes,Non-Residential,348983,,600 Technology Square,2001,610-6,1,Office,,127224,,"MIT REAL ESTATE, LLC,",,1,6423088.6,21915580.9,,,,,,,,,,,,21915580.9,21915580.9,172.3,172.3,61363626.6,61363626.6,482.3,482.3,1584.8,12.5,1269.2,9.98,42.3633880971698,-71.0931172581547,POINT (-71.0931172581547 42.3633880971698)
B1807,2022,18-74,Yes,Non-Residential,222080,2,25 First Street,1851,483-2,1,Office,Office (252662.0),252662,,"DAVENPORT OWNER (DE) LLC,",C/O  OXFORD PROPERTIES GROUP,84,2520445.9,8599762.3,23537.3,2353734.2,,,,,,,,,,10953496.5,11255525.2,43.4,44.5,26550755.4,26858821.6,105.1,106.3,734.3,2.9,1317.2,5.21,42.3696855897158,-71.0778766457979,POINT (-71.0778766457979 42.3696855897158)
B1340,2022,47-90,Yes,Non-Residential,309310,,30  MEMORIAL DR,1994,680-10,1,College/University,College/University (30130.0),30130,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,563733.9,1923460.4,,,,,,,,,1187640,1183254,,4294354.4,4172872.4,142.5,138.5,7889944.7,7779396.1,261.9,258.2,277.4,9.2,0,0,42.3611613562755,-71.0821631222611,POINT (-71.0821631222611 42.3611613562755)
B1135,2022,116-117,Yes,Non-Residential,86040,4,955 Massachusetts Avenue,1970,493-11,1,Office,Office (101171.0),101171,,"955 MASSACHUSETTS AVENUE MA,LLC,",,79,650798.1,2220523.5,52490.8,5249084.9,,,,,,,,,,7469608.5,7905322,73.8,78.1,11729005.1,12149750,115.9,120.1,439.4,4.3,626.2,6.19,42.3691128411823,-71.1098567528402,POINT (-71.1098567528402 42.3691128411823)
B1524,2022,62-34,No,Residential,150644,210,292-290 VASSAR ST,1963,747-4,1,College/University,College/University (9321.0),9321,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,42.3553691604569,-71.1039443736623,POINT (-71.1039443736623 42.3553691604569)
B1653,2022,44-107,Yes,Residential,237463,280,88 Ames Street,2018,643-7,1,Multifamily Housing,"Multifamily Housing (167717.0),Bank Branch (10500.0),Fast Food Restaurant (3000.0)",181217,280,BP FOUR CC LLC,C/O MARVIN F. POER & CO,75,1867945.2,6373429.9,47960.2,4796019.3,,,,,,,,,,11169449.3,11525501.7,61.6,63.6,22881424.2,23130065.7,126.3,127.6,715.6,3.9,6208.7,34.26,42.3632634395628,-71.0876297836948,POINT (-71.0876297836948 42.3632634395628)
B1325,2022,129-47,Yes,Non-Residential,119109,6,46 Blackstone St,2005,637-2,1,Office,Office (44041.0),44041,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,66,328531.1,1120948.3,,,,,,,,,,2335669.9,,3456618.2,3623251.6,78.5,82.3,5948562.1,6115615.5,135.1,138.9,234.5,5.3,82.5,1.87,42.3636090929922,-71.1149357562341,POINT (-71.1149357562341 42.3636090929922)
B1215,2022,160-60,Yes,Non-Residential,94338,0,8 Linden Street,1908,395-4,1,College/University,College/University (26578.0),26578,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,122081.2,416541.1,,,,,,,,,,28350,,444891.1,441805.1,16.7,16.6,1200421.2,1187396.5,45.2,44.7,31.4,1.2,,,42.3723063575595,-71.1170321992417,POINT (-71.1170321992417 42.3723063575595)
B1754,2022,66-153,Yes,Non-Residential,292358,,200 Sidney Street,1998,725-3,1,Laboratory,Laboratory (191904.0),191904,,"BMR-200 SIDNEY STREET LLC,",,,7516034.7,25644713.5,186696,18669598.8,,,,,,,,,,44314312.3,44395383.8,230.9,231.3,91408276.6,90734253.6,476.3,472.8,2808.6,14.6,5206.3,27.13,42.3577595455676,-71.1049452403471,POINT (-71.1049452403471 42.3577595455676)
B1820,2022,119-22,Yes,Non-Residential,114693,,820 Massachusetts Avenue,1883,575-1,1,Other,Other (114693.0),114693,,CAMBRIDGE FAMILY YMCA AFFORDABLE,,,654167.9,2232021.2,30563.8,3056378.9,,,,,,,,,,5288400.2,5492373,46.1,47.9,9458857.4,9617178,82.5,83.9,323.7,2.8,1693.6,14.77,42.3667820526088,-71.1066613193931,POINT (-71.1066613193931 42.3667820526088)
B1597,2022,216-34,No,Residential,104598,84,24-26 Concord Avenue,1890,261-3,1,Multifamily Housing,"Multifamily Housing (104598.0),Parking (600.0)",104598,84,"LEEDER, EARLE & JUDITH LEEDER, TRS.",C/O LEEDER MGMT CO.,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3791228306158,-71.1256617132241,POINT (-71.1256617132241 42.3791228306158)
